item_id,title,brand,rating,num_ratings,price,shipping,img_url,max_res,display_port,hdmi,direct_x,model,shipping_fee
500,"ZOTAC GAMING GeForce RTX 3070 Ti 8GB GDDR6X 256-bit 19 Gbps PCIE 4.0 Gaming Graphics Card, IceStorm 2.0 Advanced Cooling, SPECTRA 2.0 RGB Lighting, ZT-A30710Q-10P",ZOTAC,5.0,1,599.99,Free Shipping,https://www.newegg.com/zotac-geforce-rtx-3070-ti-zt-a30710q-10p/p/N82E16814500547,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,,ZT-A30710Q-10P,0.0
932,GIGABYTE Gaming OC Radeon RX 6650 XT 8GB GDDR6 PCI Express 4.0 ATX Video Card GV-R665XTGAMING OC-8GD,GIGABYTE,4.6,52,289.99,Free Shipping,https://www.newegg.com/gigabyte-gv-r665xtgaming-oc-8gd/p/N82E16814932520,7680 x 4320,2 x DisplayPort 1.4a,2 x HDMI 2.1,,GV-R665XTGAMING OC-8GD,0.0
932,GIGABYTE AERO OC GeForce RTX 4080 16GB GDDR6X PCI Express 4.0 ATX Video Card GV-N4080AERO OC-16GD,GIGABYTE,4.6,22,1299.99,Free Shipping,https://www.newegg.com/gigabyte-geforce-rtx-4080-gv-n4080aero-oc-16gd/p/N82E16814932560,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,,GV-N4080AERO OC-16GD,0.0
932,GIGABYTE Gaming GeForce RTX 3070 Ti 8GB GDDR6X PCI Express 4.0 ATX Video Card GV-N307TGAMING OC-8GD,GIGABYTE,4.7,194,639.99,Free Shipping,https://www.newegg.com/gigabyte-geforce-rtx-3070-ti-gv-n307tgaming-oc-8g/p/N82E16814932443,7680 x 4320,2 x DisplayPort 1.4a,2 x HDMI 2.1,,GV-N307TGAMING OC-8G,0.0
930,ASRock Challenger D Radeon RX 6600 XT 8GB GDDR6 PCI Express 4.0 Video Card RX6600XT CLD 8GO,ASRock,4.6,92,274.99,Free Shipping,https://www.newegg.com/asrock-radeon-rx-6600-xt-rx6600xt-cld-8g/p/N82E16814930063,7680 x 4320,3 x DisplayPort 1.4 with DSC,1 x HDMI 2.1 VRR,,RX6600XT CLD 8GO,0.0
932,"GIGABYTE AORUS GeForce RTX 4070 Ti MASTER 12G Graphics Card, 3x WINDFORCE Fans, 12GB 192-bit GDDR6X, GV-N407TAORUS M-12GD Video Card",GIGABYTE,4.3,4,949.99,Free Shipping,https://www.newegg.com/gigabyte-geforce-rtx-4070-ti-gv-n407taorus-m-12gd/p/N82E16814932584,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,,GV-N407TAORUS M-12GD,0.0
932,GIGABYTE Gaming OC GeForce RTX 3060 12GB GDDR6 PCI Express 4.0 ATX Video Card GV-N3060GAMING OC-12GD (rev. 2.0) (LHR),GIGABYTE,4.7,147,389.99,Free Shipping,https://www.newegg.com/gigabyte-geforce-rtx-3060-gv-n3060gaming-oc-12gd/p/N82E16814932433,7680 x 4320,2 x DisplayPort 1.4a,2 x HDMI 2.1,,GV-N3060GAM OC-12GD,0.0
932,"GIGABYTE GeForce RTX 4070 Ti EAGLE OC 12G Graphics Card, 3x WINDFORCE Fans, 12GB 192-bit GDDR6X, GV-N407TEAGLE OC-12GD Video Card",GIGABYTE,4.8,19,849.99,Free Shipping,https://www.newegg.com/gigabyte-geforce-rtx-4070-ti-gv-n407teagle-oc-12gd/p/N82E16814932581,7680 x 4320,3 x DisplayPort 1.4,1 x HDMI 2.1,,GV-N407TEAGLE OC-12GD,0.0
930,ASRock Radeon RX 7900 XTX 24GB GDDR6 PCI Express 4.0 Video Card RX7900XTX 24G,ASRock,4.4,8,1049.99,Free Shipping,https://www.newegg.com/asrock-radeon-rx-7900-xtx-radeon-rx7900xtx-24g/p/N82E16814930084,7680 x 4320,2 x DisplayPort 2.1,1 x HDMI 2.1,,RADEON RX7900XTX 24G,0.0
202,"Sapphire Pulse AMD RADEON RX 6800 GAMING GRAPHICS CARD WITH 16GB GDDR6, AMD RDNA 2 (11305-02-20G)",Sapphire Tech,4.6,31,509.99,Free Shipping,https://www.newegg.com/sapphire-radeon-rx-6800-11305-02-20g/p/N82E16814202394,7680 x 4320,3 x DisplayPort 1.4,1 x HDMI 2.1,,11305-02-20G,0.0
137,MSI Ventus GeForce RTX 4070 Ti 12GB GDDR6X PCI Express 4.0 Video Card RTX 4070 Ti VENTUS 3X 12G OC,MSI,4.1,29,829.99,Free Shipping,https://www.newegg.com/msi-geforce-rtx-4070-ti-rtx-4070-ti-ventus-3x-12g-oc/p/N82E16814137772,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1a,DirectX 12 Ultimate,RTX 4070 Ti VENTUS 3X 12G OC,0.0
932,GIGABYTE WINDFORCE OC GeForce RTX 3060 12GB GDDR6 PCI Express 4.0 x16 ATX Video Card GV-N3060WF2OC-12GD,GIGABYTE,5.0,6,349.99,Free Shipping,https://www.newegg.com/gigabyte-geforce-rtx-3060-gv-n3060wf2oc-12gd/p/N82E16814932579,7680 x 4320,2 x DisplayPort 1.4a,2 x HDMI 2.1,,GV-N3060WF2OC-12GD,0.0
932,GIGABYTE Eagle OC GeForce RTX 3060 12GB GDDR6 PCI Express 4.0 ATX Video Card GV-N3060EAGLE OC-12GD (rev. 2.0) (LHR),GIGABYTE,4.5,91,369.99,Free Shipping,https://www.newegg.com/gigabyte-geforce-rtx-3060-gv-n3060eagle-oc-12gd/p/N82E16814932434,7680 x 4320,2 x DisplayPort 1.4a,2 x HDMI 2.1,,GV-N3060EAGLE OC-12GD REV2.0,0.0
126,"ASUS Dual GeForce RTX 3060 OC Edition 8GB GDDR6 (PCIe 4.0, 8GB GDDR6, HDMI 2.1, DisplayPort 1.4a) DUAL-RTX3060-O8G",ASUS,5.0,2,339.99,Free Shipping,https://www.newegg.com/asus-geforce-rtx-3060-dual-rtx3060-o8g/p/N82E16814126602,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,,DUAL-RTX3060-O8G,0.0
126,"ASUS ROG Strix GeForce RTX 4080 OC Edition Gaming Graphics Card (PCIe 4.0, 16GB GDDR6X, HDMI 2.1a, DisplayPort 1.4a) ROG-STRIX-RTX4080-O16G-GAMING",ASUS,4.8,20,1489.99,Free Shipping,https://www.newegg.com/asus-geforce-rtx-4080-rog-strix-rtx4080-o16g-gaming/p/N82E16814126597,7680 x 4320,3 x DisplayPort 1.4a,2 x HDMI 2.1,,ROG-STRIX-RTX4080-O16G-GAMING,0.0
930,ASRock Challenger D Radeon RX 6650 XT 8GB GDDR6 PCI Express 4.0 Video Card RX6650XT CLD 8GO,ASRock,4.9,25,279.99,Free Shipping,https://www.newegg.com/asrock-radeon-rx-6650-xt-rx6650xt-cld-8go/p/N82E16814930070,7680 x 4320,3 x DisplayPort 1.4,1 x HDMI 2.1,,RX6650XT CLD 8GO,0.0
932,GIGABYTE AORUS Radeon RX 7900 XTX 24GB GDDR6 PCI Express 4.0 x16 ATX Video Card GV-R79XTXAORUS E-24GD,GIGABYTE,3.8,10,1149.99,$9.99 Shipping,https://www.newegg.com/gigabyte-radeon-rx-7900-xtx-gv-r79xtxaorus-e-24gd/p/N82E16814932586,7680 x 4320,2 x DisplayPort 2.1,2 x HDMI 2.1,,GV-R79XTXAORUS E-24GD,9.99
126,"ASUS ROG Strix NVIDIA GeForce RTX 4070 Ti OC Edition Gaming Graphics Card (PCIe 4.0, 12GB GDDR6X, HDMI 2.1a, DisplayPort 1.4a) ROG-STRIX-RTX4070TI-O12G-GAMING",ASUS,4.7,9,1049.99,Free Shipping,https://www.newegg.com/asus-geforce-rtx-4070-ti-rog-strix-rtx4070ti-o12g-gaming/p/N82E16814126604,7680 x 4320,3 x DisplayPort 1.4a,2 x HDMI 2.1a,,ROG-STRIX-RTX4070TI-O12G-GAMING,0.0
202,SAPPHIRE PULSE Radeon RX 7900 XT 20GB GDDR6 PCI Express 4.0 x16 ATX Video Card 11323-02-20G,Sapphire Tech,4.7,9,819.99,Free Shipping,https://www.newegg.com/sapphire-radeon-rx-7900-xt-11323-02-20g/p/N82E16814202431,7680 x 4320,2 x DisplayPort 2.1,2 x HDMI 2.1,,11323-02-20G,0.0
500,"ZOTAC GAMING GeForce RTX 4090 Trinity OC DLSS 3 24GB GDDR6X 384-bit 21 Gbps PCIE 4.0 Gaming Graphics Card, IceStorm 3.0 Advanced Cooling, SPECTRA 2.0 RGB Lighting, ZT-D40900J-10P",ZOTAC,5.0,9,1649.99,$19.99 Shipping,https://www.newegg.com/zotac-geforce-rtx-4090-zt-d40900j-10p/p/N82E16814500540,,3 x DisplayPort 1.4a,1 x HDMI 2.1,DirectX 12 Ultimate,ZT-D40900J-10P,19.99
126,"ASUS TUF Gaming NVIDIA GeForce RTX 3060 Ti OC Edition Graphics Card (PCIe 4.0, 8GB GDDR6X, HDMI 2.1, DisplayPort 1.4a, Dual Ball Fan Bearings, Military-grade Certification, GPU Tweak III)",ASUS,5.0,6,479.99,Free Shipping,https://www.newegg.com/asus-geforce-rtx-3060-ti-tuf-rtx3060ti-o8gd6x-gaming/p/N82E16814126620,7680 x 4320,3 x DisplayPort 1.4a,2 x HDMI 2.1,,TUF-RTX3060TI-O8GD6X-GAMING,0.0
932,GIGABYTE Gaming Radeon RX 7900 XTX 24GB GDDR6 PCI Express 4.0 x16 ATX Video Card GV-R79XTXGAMING OC-24GD,GIGABYTE,4.1,15,1099.99,Free Shipping,https://www.newegg.com/gigabyte-radeon-rx-7900-xtx-gv-r79xtxgaming-oc-24gd/p/N82E16814932587,7680 x 4320,2 x DisplayPort 2.1,2 x HDMI 2.1,,GV-R79XTXGAMING OC-24GD,0.0
126,"ASUS Dual NVIDIA GeForce RTX 3070 V2 OC Edition Gaming Graphics Card (PCIe 4.0, 8GB GDDR6, LHR, HDMI 2.1, DisplayPort 1.4a, Axial-tech Fan Design, Dual BIOS, Protective Backplate)",ASUS,5.0,16,569.99,Free Shipping,https://www.newegg.com/asus-geforce-rtx-3070-dual-rtx3070-o8g-v2/p/N82E16814126531,7680 x 4320,3 x DisplayPort 1.4a,2 x HDMI 2.1,,DUAL-RTX3070-O8G-V2,0.0
930,ASRock Radeon RX 7900 XT 20GB GDDR6 PCI Express 4.0 Video Card RX7900XT 20G,ASRock,4.8,15,849.99,Free Shipping,https://www.newegg.com/asrock-radeon-rx-7900-xt-radeon-rx7900xt-20g/p/N82E16814930085,7680 x 4320,2 x DisplayPort 2.1,1 x HDMI 2.1,,RADEON RX7900XT 20G,0.0
126,"ASUS Dual NVIDIA GeForce RTX 3060 Ti White OC Edition Graphics Card (PCIe 4.0, 8GB GDDR6X memory, HDMI 2.1, DisplayPort 1.4a, 2-slot design, Axial-tech fan design, 0dB technology)",ASUS,5.0,1,469.99,Free Shipping,https://www.newegg.com/asus-geforce-rtx-3060-ti-dual-rtx3060ti-o8gd6x-white/p/N82E16814126614,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,,DUAL-RTX3060TI-O8GD6X-WHITE,0.0
137,MSI Ventus GeForce RTX 3060 8GB GDDR6 PCI Express 4.0 ATX Video Card RTX 3060 VENTUS 2X 8G OC,MSI,5.0,1,339.99,Free Shipping,https://www.newegg.com/msi-geforce-rtx-3060-rtx-3060-ventus-2x-8g-oc/p/N82E16814137769,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,DirectX 12 Ultimate,RTX 3060 VENTUS 2X 8G OC,0.0
131,PowerColor Hellhound Radeon RX 7900 XT 20GB GDDR6 PCI Express 4.0 ATX Video Card RX7900XT 20G-L/OC,PowerColor,4.8,20,849.99,Free Shipping,https://www.newegg.com/powercolor-radeon-rx-7900-xt-rx7900xt-20g-l-oc/p/N82E16814131810,7680 x 4320,3 x DisplayPort 2.1,1 x HDMI 2.1,,RX7900XT 20G-L/OC,0.0
137,MSI Gaming GeForce RTX 4070 Ti 12GB GDDR6X PCI Express 4.0 Video Card RTX 4070 Ti GAMING TRIO 12G,MSI,4.4,17,869.99,Free Shipping,https://www.newegg.com/msi-geforce-rtx-4070-ti-rtx-4070-ti-gaming-trio-12g/p/N82E16814137778,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1a,DirectX 12 Ultimate,RTX 4070 Ti GAMING TRIO 12G,0.0
930,"ASRock Radeon RX 6800 XT Taichi Gaming Graphics Card with 16GB GDDR6, AMD RDNA 2 (RX6800XT TCX 16GO)",ASRock,4.1,59,579.99,Free Shipping,https://www.newegg.com/asrock-radeon-rx-6800-xt-rx6800xt-tcx-16go/p/N82E16814930050,7680 x 4320,2 x DisplayPort 1.4 with DSC,1 x HDMI 2.1 VRR,,RX6800XT TCX 16GO,0.0
137,MSI Ventus GeForce RTX 3060 Ti 8GB GDDR6 PCI Express 4.0 Video Card RTX 3060 Ti VENTUS 2X 8G OCV1 LHR,MSI,4.7,115,469.99,Free Shipping,https://www.newegg.com/msi-geforce-rtx-3060-ti-rtx-3060-ti-ventus-2x-8g-ocv1-lhr/p/N82E16814137673,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,,RTX306TVENTUS2X8OCV1,0.0
137,MSI Gaming GeForce RTX 3050 8GB GDDR6 PCI Express 4.0 Video Card RTX 3050 Gaming X 8G,MSI,4.9,43,329.99,Free Shipping,https://www.newegg.com/msi-geforce-rtx-3050-rtx-3050-gaming-x-8g/p/N82E16814137707,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,,RTX 3050 Gaming X 8G,0.0
137,MSI Suprim X GeForce RTX 4080 16GB GDDR6X PCI Express 4.0 Video Card RTX 4080 16GB SUPRIM X,MSI,4.8,34,1389.99,Free Shipping,https://www.newegg.com/msi-geforce-rtx-4080-rtx-4080-16gb-suprim-x/p/N82E16814137767,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,DirectX 12 Ultimate,RTX 4080 16GB SUPRIM X,0.0
126,ASUS TUF Gaming GeForce RTX 3060 12GB GDDR6 PCI Express 4.0 ATX Video Card TUF-RTX3060-O12G-DEMONSLAYER,ASUS,5.0,2,489.99,Free Shipping,https://www.newegg.com/asus-geforce-rtx-3060-tuf-rtx3060-o12g-demonslayer/p/N82E16814126591,7680 x 4320,3 x DisplayPort 1.4a,2 x HDMI 2.1,,TUF-RTX3060-O12G-DEMONSLAYER,0.0
137,MSI Ventus GeForce RTX 3050 8GB GDDR6 PCI Express 4.0 Video Card RTX 3050 Ventus 2X 8G OC,MSI,4.8,109,309.99,Free Shipping,https://www.newegg.com/msi-geforce-rtx-3050-rtx-3050-ventus-2x-8g-oc/p/N82E16814137708,7680 x 4320,3 x DisplayPort 1.4,1 x HDMI 2.1,,RTX 3050 Ventus 2X 8G OC,0.0
930,"ASRock Radeon RX 6800 XT Phantom Gaming Graphics Card with 16GB GDDR6, AMD RDNA 2 (RX6800XT PG 16GO)",ASRock,4.6,135,564.99,Free Shipping,https://www.newegg.com/asrock-radeon-rx-6800-xt-rx6800xt-pgd-16go/p/N82E16814930049,7680 x 4320,3 x DisplayPort 1.4 with DSC,1 x HDMI 2.1 VRR,,RX6800XT PGD 16GO,0.0
133,PNY GeForce RTX 4070 Ti 12GB XLR8 Gaming VERTO EPIC-X RGB Overclocked Triple Fan Graphics Card DLSS 3,"PNY Technologies, Inc.",4.8,6,849.99,Free Shipping,https://www.newegg.com/pny-geforce-rtx-4070-ti-vcg4070t12tfxxpb1-o/p/N82E16814133848,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,,VCG4070T12TFXXPB1-O,0.0
131,PowerColor RED DEVIL Radeon RX 7900 XT 20GB GDDR6 PCI Express 4.0 ATX Video Card RX7900XT 20G-E/OC,PowerColor,4.5,13,899.99,Free Shipping,https://www.newegg.com/powercolor-radeon-rx-7900-xt-rx7900xt-20g-e-oc/p/N82E16814131809,7680 x 4320,3 x DisplayPort 2.1,1 x HDMI 2.1,,RX7900XT 20G-E/OC,0.0
932,GIGABYTE AORUS GeForce RTX 4080 16GB GDDR6X PCI Express 4.0 x16 ATX Video Card GV-N4080AORUS M-16GD,GIGABYTE,4.5,12,1349.99,Free Shipping,https://www.newegg.com/gigabyte-geforce-rtx-4080-gv-n4080aorus-m-16gd/p/N82E16814932559,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,DirectX 12,GV-N4080AORUS M-16GD,0.0
930,ASRock Phantom Gaming D Radeon RX 6500 XT 4GB GDDR6 PCI Express 4.0 Video Card RX6500XT PGD 4GO,ASRock,4.5,64,159.99,Free Shipping,https://www.newegg.com/asrock-radeon-rx-6500-xt-rx6500xt-pgd-4go/p/N82E16814930067,7680 x 4320,1 x DisplayPort 1.4,1 x HDMI 2.1,,RX6500XT PGD 4GO,0.0
137,MSI Ventus GeForce GTX 1660 SUPER 6GB GDDR6 PCI Express 3.0 x16 Video Card GTX 1660 SUPER VENTUS XS OC,MSI,4.6,359,269.99,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1660-super-gtx-1660-super-ventus-xs-oc/p/N82E16814137475,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.0b,,1660SuperVentusXSOC,0.0
137,MSI Gaming Radeon RX 6800 16GB GDDR6 PCI Express 4.0 Video Card RX 6800 Gaming Z Trio 16G,MSI,4.4,14,569.99,Free Shipping,https://www.newegg.com/msi-rx-6800-gaming-z-trio-16g/p/N82E16814137732,7680 x 4320,3 x DisplayPort 1.4,1 x HDMI 2.1,,RX 6800 Gaming Z Trio 16G,0.0
126,"ASUS TUF Gaming GeForce RTX 4080 OC Edition Gaming Graphics Card (PCIe 4.0, 16GB GDDR6X, HDMI 2.1a, DisplayPort 1.4a) TUF-RTX4080-O16G-GAMING",ASUS,4.5,31,1359.99,Free Shipping,https://www.newegg.com/asus-geforce-rtx-4080-tuf-rtx4080-o16g-gaming/p/N82E16814126598,7680 x 4320,3 x DisplayPort 1.4a,2 x HDMI 2.1,,TUF-RTX4080-O16G-GAMING,0.0
131,PowerColor Fighter Radeon RX 6600 8GB GDDR6 PCI Express 4.0 ATX Video Card AXRX 6600 8GBD6-3DH,PowerColor,4.4,15,239.99,Free Shipping,https://www.newegg.com/powercolor-radeon-rx-6600-axrx-6600-8gbd6-3dh/p/N82E16814131791,7680 x 4320,3 x DisplayPort 1.4,1 x HDMI 2.1,,AXRX 6600 8GBD6-3DH,0.0
137,MSI Ventus GeForce RTX 3070 8GB GDDR6 PCI Express 4.0 Video Card RTX 3070 Ventus 2X 8G OC LHR,MSI,4.7,47,595.99,Free Shipping,https://www.newegg.com/msi-geforce-rtx-3070-rtx-3070-ventus-2x-8g-oc-lhr/p/N82E16814137671,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,,RTX 3070 Ventus 2X 8G OC LHR,0.0
930,ASRock Phantom Gaming D Radeon RX 6750 XT 12GB GDDR6 PCI Express 4.0 Video Card RX6750XT PGD 12GO,ASRock,4.7,6,429.99,Free Shipping,https://www.newegg.com/asrock-radeon-rx-6750-xt-rx6750xt-pgd-12go/p/N82E16814930072,7680 x 4320,3 x DisplayPort 1.4,1 x HDMI 2.1,,RX6750XT PGD 12GO,0.0
930,ASRock Radeon RX 5700 XT Challenger D 8G OC PCI Express 4.0 Video Card,ASRock,3.1,136,229.99,Free Shipping,https://www.newegg.com/asrock-radeon-rx-5700-xt-rx-5700-xt-challenger-d-8g-oc/p/N82E16814930020,7680 x 4320,3 x DisplayPort 1.4,1 x HDMI 2.0b,,5700XTCHALLENGERD8GO,0.0
500,"ZOTAC GAMING GeForce RTX 4080 16GB Trinity OC DLSS 3 16GB GDDR6X 256-bit 22.4 Gbps PCIE 4.0 Gaming Graphics Card, IceStorm 2.0 Advanced Cooling, SPECTRA 2.0 RGB Lighting, ZT-D40810J-10P",ZOTAC,5.0,5,1259.99,Free Shipping,https://www.newegg.com/zotac-geforce-rtx-4080-zt-d40810j-10p/p/N82E16814500543,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,DirectX 12 Ultimate,ZT-D40810J-10P,0.0
137,MSI GeForce RTX 3060 12GB GDDR6 PCI Express 4.0 Video Card RTX 3060 AERO ITX 12G OC,MSI,5.0,7,364.99,Free Shipping,https://www.newegg.com/msi-geforce-rtx-3060-rtx-3060-aero-itx-12g-oc/p/N82E16814137758,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,DirectX 12,RTX 3060 AERO ITX 12G OC,0.0
930,ASRock Phantom Gaming Elite Radeon RX 560 4GB GDDR5 PCI Express 3.0 Video Card RX 560 PGE 4G,ASRock,4.3,9,99.99,Free Shipping,https://www.newegg.com/asrock-radeon-rx-560-rx-560-pge-4g/p/N82E16814930075,7680 x 4320,2 x DisplayPort 1.4,1 x HDMI 2.0,,RX 560 PGE 4G,0.0
932,GIGABYTE Eagle GeForce RTX 4080 16GB GDDR6X PCI Express 4.0 x16 ATX Video Card GV-N4080EAGLE-16GD,GIGABYTE,4.0,1,1199.0,Free Shipping,https://www.newegg.com/gigabyte-geforce-rtx-4080-gv-n4080eagle-16gd/p/N82E16814932563,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,DirectX 12,GV-N4080EAGLE-16GD,0.0
932,GIGABYTE Vision OC GeForce RTX 3060 Ti 8GB GDDR6 PCI Express 4.0 ATX Video Card GV-N306TVISION OC-8GD (rev. 2.0) (LHR),GIGABYTE,4.8,31,479.99,Free Shipping,https://www.newegg.com/gigabyte-geforce-rtx-3060-ti-gv-n306tvision-oc-8gd/p/N82E16814932454,7680 x 4320,2 x DisplayPort 1.4a,2 x HDMI 2.1,,GV-N306TVISION OC-8G,0.0
932,"GIGABYTE GeForce RTX 3050 EAGLE OC 8G Graphics Card, 2x WINDFORCE Fans, 8GB GDDR6 128-bit GDDR6, GV-N3050EAGLE OC-8GD Video Card",GIGABYTE,4.8,23,299.99,Free Shipping,https://www.newegg.com/gigabyte-geforce-rtx-3050-gv-n3050eagle-oc-8gd/p/N82E16814932498,7680 x 4320,2 x DisplayPort 1.4a,2 x HDMI 2.1,,GV-N3050EAGLE OC-8GD,0.0
131,PowerColor AMD Radeon RX 6500XT ITX Gaming Graphics Card 4GB GDDR6,PowerColor,4.1,18,149.99,Free Shipping,https://www.newegg.com/powercolor-radeon-rx-6500-xt-axrx-6500xt-4gbd6-dh/p/N82E16814131793,,1 x DisplayPort 1.4,1 x HDMI 2.1,,AXRX 6500XT 4GBD6-DH,0.0
131,PowerColor RED DEVIL Radeon RX 6750 XT 12GB GDDR6 PCI Express 4.0 ATX Video Card AXRX 6750XT 12GBD6-3DHE/OC,PowerColor,5.0,4,449.99,Free Shipping,https://www.newegg.com/powercolor-radeon-rx-6750-xt-axrx-6750xt-12gbd6-3dhe-oc/p/N82E16814131799,,3 x DisplayPort 1.4,1 x HDMI 2.1,,AXRX 6750XT 12GBD6-3DHE/OC,0.0
126,"ASUS Phoenix NVIDIA GeForce RTX 3060 V2 Gaming Graphics Card (PCIe 4.0, 12GB GDDR6, HDMI 2.1, DisplayPort 1.4a, Axial-tech Fan Design, Protective Backplate, Dual Ball Fan Bearings, Auto-Extreme)",ASUS,4.6,36,373.99,Free Shipping,https://www.newegg.com/asus-geforce-rtx-3060-ph-rtx3060-12g-v2/p/N82E16814126532,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,,PH-RTX3060-12G-V2,0.0
487,"EVGA GeForce GTX 1660 SUPER SC ULTRA GAMING, 06G-P4-1068-KR, 6GB GDDR6, Dual Fan, Metal Backplate",EVGA,4.6,108,249.99,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1660-super-06g-p4-1068-kr/p/N82E16814487479,7680 x 4320,1 x DisplayPort 1.4,1 x HDMI 2.0b,,06G-P4-1068-KR,0.0
500,"ZOTAC GAMING GeForce RTX 4080 16GB AMP Extreme AIRO DLSS 3 16GB GDDR6X 256-bit 22.4 Gbps PCIE 4.0 Gaming Graphics Card, IceStorm 2.0 Advanced Cooling, SPECTRA 2.0 RGB Lighting, ZT-D40810B-10P",ZOTAC,4.3,9,1299.99,Free Shipping,https://www.newegg.com/zotac-geforce-rtx-4080-zt-d40810b-10p/p/N82E16814500541,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,DirectX 12 Ultimate,ZT-D40810B-10P,0.0
932,"GIGABYTE AORUS GeForce RTX 4070 Ti ELITE 12G Graphics Card, 3x WINDFORCE Fans, 12GB 192-bit GDDR6X, GV-N407TAORUS E-12GD Video Card",GIGABYTE,4.0,1,899.99,Free Shipping,https://www.newegg.com/gigabyte-geforce-rtx-4070-ti-gv-n407taorus-e-12gd/p/N82E16814932583,7680 x 4320,3 x DisplayPort 1.4,1 x HDMI 2.1,,GV-N407TAORUS E-12GD,0.0
932,GIGABYTE Vision OC GeForce RTX 3060 12GB GDDR6 PCI Express 4.0 ATX Video Card GV-N3060VISION OC-12GD (rev. 2.0) (LHR),GIGABYTE,4.7,66,409.99,Free Shipping,https://www.newegg.com/gigabyte-geforce-rtx-3060-gv-n3060vision-oc-12gd/p/N82E16814932432,7680 x 4320,2 x DisplayPort 1.4a,2 x HDMI 2.1,,GV-N3060VISION OC-12GD REV 2.0,0.0
137,MSI Ventus GeForce RTX 3060 Ti 8GB GDDR6X PCI Express 4.0 ATX Video Card RTX 3060 Ti VENTUS 3X 8GD6X OC,MSI,4.3,3,459.99,Free Shipping,https://www.newegg.com/msi-geforce-rtx-3060-ti-rtx-3060-ti-ventus-3x-8gd6x-oc/p/N82E16814137774,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,DirectX 12,RTX 3060 Ti VENTUS 3X 8GD6X OC,0.0
202,SAPPHIRE PULSE Radeon RX 6400 4GB GDDR6 PCI Express 4.0 Low Profile Video Card 11315-01-20G,Sapphire Tech,4.6,17,149.99,Free Shipping,https://www.newegg.com/sapphire-radeon-rx-6400-11315-01-20g/p/N82E16814202416,7680 x 4320,1 x DisplayPort 1.4,1 x HDMI,,11315-01-20G,0.0
932,GIGABYTE Gaming Radeon RX 7900 XT 20GB GDDR6 PCI Express 4.0 x16 ATX Video Card GV-R79XTGAMING OC-20GD,GIGABYTE,5.0,1,949.99,Free Shipping,https://www.newegg.com/gigabyte-radeon-rx-7900-xt-gv-r79xtgaming-oc-20gd/p/N82E16814932585,7680 x 4320,2 x DisplayPort 2.1,2 x HDMI 2.1,,GV-R79XTGAMING OC-20GD,0.0
202,SAPPHIRE PULSE Radeon RX 6600 8GB GDDR6 PCI Express 4.0 ATX Video Card 11310-01-20G,Sapphire Tech,4.7,55,249.99,Free Shipping,https://www.newegg.com/sapphire-radeon-rx-6600-11310-01-20g/p/N82E16814202409,7680 x 4320,3 x DisplayPort 1.4,1 x HDMI,,11310-01-20G,0.0
487,"EVGA GeForce GTX 1660 SC ULTRA GAMING, 06G-P4-1067-KR, 6GB GDDR5, Dual Fan, Metal Backplate",EVGA,4.5,85,249.99,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1660-06g-p4-1067-kr/p/N82E16814487448,7680 x 4320,1 x DisplayPort 1.4,1 x HDMI 2.0b,,06G-P4-1067-KR,0.0
133,PNY GeForce RTX 4080 16GB XLR8 Gaming VERTO EPIC-X RGB Overclocked Triple Fan Graphics Card DLSS 3,"PNY Technologies, Inc.",4.8,5,1229.99,Free Shipping,https://www.newegg.com/pny-geforce-rtx-4080-vcg408016tfxxpb1-o/p/N82E16814133844,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,,VCG408016TFXXPB1-O,0.0
